code,condition
1498,Malignant neoplasm of other sites within the lip and oral cavity
1499,Malignant neoplasm of ill-defined sites within the lip and oral cavity
1500,Malignant neoplasm of cervical esophagus
1501,Malignant neoplasm of thoracic esophagus
1502,Malignant neoplasm of abdominal esophagus
1503,Malignant neoplasm of upper third of esophagus
1504,Malignant neoplasm of middle third of esophagus
1505,Malignant neoplasm of lower third of esophagus
1508,Malignant neoplasm of other specified part of esophagus
1509,"Malignant neoplasm of esophagus, unspecified site"
1510,Malignant neoplasm of cardia
1511,Malignant neoplasm of pylorus
1512,Malignant neoplasm of pyloric antrum
1513,Malignant neoplasm of fundus of stomach
1514,Malignant neoplasm of body of stomach
1515,"Malignant neoplasm of lesser curvature of stomach, unspecified"
1516,"Malignant neoplasm of greater curvature of stomach, unspecified"
1518,Malignant neoplasm of other specified sites of stomach
1519,"Malignant neoplasm of stomach, unspecified site"
1520,Malignant neoplasm of duodenum
1521,Malignant neoplasm of jejunum
1522,Malignant neoplasm of ileum
1523,Malignant neoplasm of Meckel's diverticulum
1528,Malignant neoplasm of other specified sites of small intestine
1529,"Malignant neoplasm of small intestine, unspecified site"
1530,Malignant neoplasm of hepatic flexure
1531,Malignant neoplasm of transverse colon
1532,Malignant neoplasm of descending colon
1533,Malignant neoplasm of sigmoid colon
1534,Malignant neoplasm of cecum
1535,Malignant neoplasm of appendix vermiformis
1536,Malignant neoplasm of ascending colon
1537,Malignant neoplasm of splenic flexure
1538,Malignant neoplasm of other specified sites of large intestine
1539,"Malignant neoplasm of colon, unspecified site"
1540,Malignant neoplasm of rectosigmoid junction
1541,Malignant neoplasm of rectum
1542,Malignant neoplasm of anal canal
1543,"Malignant neoplasm of anus, unspecified site"
1548,"Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus"
1550,"Malignant neoplasm of liver, primary"
1551,Malignant neoplasm of intrahepatic bile ducts
1552,"Malignant neoplasm of liver, not specified as primary or secondary"
1560,Malignant neoplasm of gallbladder
1561,Malignant neoplasm of extrahepatic bile ducts
1562,Malignant neoplasm of ampulla of vater
1568,Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts
1569,"Malignant neoplasm of biliary tract, part unspecified site"
1570,Malignant neoplasm of head of pancreas
1571,Malignant neoplasm of body of pancreas
1572,Malignant neoplasm of tail of pancreas
1573,Malignant neoplasm of pancreatic duct
1574,Malignant neoplasm of islets of langerhans
1578,Malignant neoplasm of other specified sites of pancreas
1579,"Malignant neoplasm of pancreas, part unspecified"
1580,Malignant neoplasm of retroperitoneum
1588,Malignant neoplasm of specified parts of peritoneum
1589,"Malignant neoplasm of peritoneum, unspecified"
1590,"Malignant neoplasm of intestinal tract, part unspecified"
1591,"Malignant neoplasm of spleen, not elsewhere classified"
1598,Malignant neoplasm of other sites of digestive system and intra-abdominal organs
1599,Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum
1600,Malignant neoplasm of nasal cavities
1601,"Malignant neoplasm of auditory tube, middle ear, and mastoid air cells"
1602,Malignant neoplasm of maxillary sinus
1603,Malignant neoplasm of ethmoidal sinus
1604,Malignant neoplasm of frontal sinus
1605,Malignant neoplasm of sphenoidal sinus
1608,Malignant neoplasm of other accessory sinuses
1609,"Malignant neoplasm of accessory sinus, unspecified"
1610,Malignant neoplasm of glottis
1611,Malignant neoplasm of supraglottis
1612,Malignant neoplasm of subglottis
1613,Malignant neoplasm of laryngeal cartilages
1618,Malignant neoplasm of other specified sites of larynx
1619,"Malignant neoplasm of larynx, unspecified"
1620,Malignant neoplasm of trachea
1622,Malignant neoplasm of main bronchus
1623,"Malignant neoplasm of upper lobe, bronchus or lung"
1624,"Malignant neoplasm of middle lobe, bronchus or lung"
1625,"Malignant neoplasm of lower lobe, bronchus or lung"
1628,Malignant neoplasm of other parts of bronchus or lung
1629,"Malignant neoplasm of bronchus and lung, unspecified"
1630,Malignant neoplasm of parietal pleura
1631,Malignant neoplasm of visceral pleura
1638,Malignant neoplasm of other specified sites of pleura
1639,"Malignant neoplasm of pleura, unspecified"
1640,Malignant neoplasm of thymus
1641,Malignant neoplasm of heart
1642,Malignant neoplasm of anterior mediastinum
1643,Malignant neoplasm of posterior mediastinum
1648,Malignant neoplasm of other parts of mediastinum
1649,"Malignant neoplasm of mediastinum, part unspecified"
1650,"Malignant neoplasm of upper respiratory tract, part unspecified"
1658,Malignant neoplasm of other sites within the respiratory system and intrathoracic organs
1659,Malignant neoplasm of ill-defined sites within the respiratory system
1700,"Malignant neoplasm of bones of skull and face, except mandible"
1701,Malignant neoplasm of mandible
1702,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"
1703,"Malignant neoplasm of ribs, sternum, and clavicle"
1704,Malignant neoplasm of scapula and long bones of upper limb
1705,Malignant neoplasm of short bones of upper limb
1706,"Malignant neoplasm of pelvic bones, sacrum, and coccyx"
1707,Malignant neoplasm of long bones of lower limb
1708,Malignant neoplasm of short bones of lower limb
1709,"Malignant neoplasm of bone and articular cartilage, site unspecified"
1710,"Malignant neoplasm of connective and other soft tissue of head, face, and neck"
1712,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
1713,"Malignant neoplasm of connective and other soft tissue of lower limb, including hip"
1714,Malignant neoplasm of connective and other soft tissue of thorax
1715,Malignant neoplasm of connective and other soft tissue of abdomen
1716,Malignant neoplasm of connective and other soft tissue of pelvis
1717,"Malignant neoplasm of connective and other soft tissue of trunk, unspecified"
1718,Malignant neoplasm of other specified sites of connective and other soft tissue
1719,"Malignant neoplasm of connective and other soft tissue, site unspecified"
1720,Malignant melanoma of skin of lip
1721,"Malignant melanoma of skin of eyelid, including canthus"
1722,Malignant melanoma of skin of ear and external auditory canal
1723,Malignant melanoma of skin of other and unspecified parts of face
1724,Malignant melanoma of skin of scalp and neck
1725,"Malignant melanoma of skin of trunk, except scrotum"
1726,"Malignant melanoma of skin of upper limb, including shoulder"
1727,"Malignant melanoma of skin of lower limb, including hip"
1728,Malignant melanoma of other specified sites of skin
1729,"Melanoma of skin, site unspecified"
1740,Malignant neoplasm of nipple and areola of female breast
1741,Malignant neoplasm of central portion of female breast
1742,Malignant neoplasm of upper-inner quadrant of female breast
1743,Malignant neoplasm of lower-inner quadrant of female breast
1744,Malignant neoplasm of upper-outer quadrant of female breast
1745,Malignant neoplasm of lower-outer quadrant of female breast
1746,Malignant neoplasm of axillary tail of female breast
1748,Malignant neoplasm of other specified sites of female breast
1749,"Malignant neoplasm of breast (female), unspecified"
1750,Malignant neoplasm of nipple and areola of male breast
1759,Malignant neoplasm of other and unspecified sites of male breast
1760,"Kaposi's sarcoma, skin"
1761,"Kaposi's sarcoma, soft tissue"
1762,"Kaposi's sarcoma, palate"
1763,"Kaposi's sarcoma, gastrointestinal sites"
1764,"Kaposi's sarcoma, lung"
1765,"Kaposi's sarcoma, lymph nodes"
1768,"Kaposi's sarcoma, other specified sites"
1769,"Kaposi's sarcoma, unspecified site"
1800,Malignant neoplasm of endocervix
1801,Malignant neoplasm of exocervix
1808,Malignant neoplasm of other specified sites of cervix
1809,"Malignant neoplasm of cervix uteri, unspecified site"
1820,"Malignant neoplasm of corpus uteri, except isthmus"
1821,Malignant neoplasm of isthmus
1828,Malignant neoplasm of other specified sites of body of uterus
1830,Malignant neoplasm of ovary
1832,Malignant neoplasm of fallopian tube
1833,Malignant neoplasm of broad ligament of uterus
1834,Malignant neoplasm of parametrium
1835,Malignant neoplasm of round ligament of uterus
1838,Malignant neoplasm of other specified sites of uterine adnexa
1839,"Malignant neoplasm of uterine adnexa, unspecified site"
1840,Malignant neoplasm of vagina
1841,Malignant neoplasm of labia majora
1842,Malignant neoplasm of labia minora
1843,Malignant neoplasm of clitoris
1844,"Malignant neoplasm of vulva, unspecified site"
1848,Malignant neoplasm of other specified sites of female genital organs
1849,"Malignant neoplasm of female genital organ, site unspecified"
1860,Malignant neoplasm of undescended testis
1869,Malignant neoplasm of other and unspecified testis
1871,Malignant neoplasm of prepuce
1872,Malignant neoplasm of glans penis
1873,Malignant neoplasm of body of penis
1874,"Malignant neoplasm of penis, part unspecified"
1875,Malignant neoplasm of epididymis
1876,Malignant neoplasm of spermatic cord
1877,Malignant neoplasm of scrotum
1878,Malignant neoplasm of other specified sites of male genital organs
1879,"Malignant neoplasm of male genital organ, site unspecified"
1880,Malignant neoplasm of trigone of urinary bladder
1881,Malignant neoplasm of dome of urinary bladder
1882,Malignant neoplasm of lateral wall of urinary bladder
1883,Malignant neoplasm of anterior wall of urinary bladder
1884,Malignant neoplasm of posterior wall of urinary bladder
1885,Malignant neoplasm of bladder neck
1886,Malignant neoplasm of ureteric orifice
1887,Malignant neoplasm of urachus
1888,Malignant neoplasm of other specified sites of bladder
1889,"Malignant neoplasm of bladder, part unspecified"
1890,"Malignant neoplasm of kidney, except pelvis"
1891,Malignant neoplasm of renal pelvis
1892,Malignant neoplasm of ureter
1893,Malignant neoplasm of urethra
1894,Malignant neoplasm of paraurethral glands
1898,Malignant neoplasm of other specified sites of urinary organs
1899,"Malignant neoplasm of urinary organ, site unspecified"
1900,"Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid"
1901,Malignant neoplasm of orbit
1902,Malignant neoplasm of lacrimal gland
1903,Malignant neoplasm of conjunctiva
1904,Malignant neoplasm of cornea
1905,Malignant neoplasm of retina
1906,Malignant neoplasm of choroid
1907,Malignant neoplasm of lacrimal duct
1908,Malignant neoplasm of other specified sites of eye
1909,"Malignant neoplasm of eye, part unspecified"
1910,"Malignant neoplasm of cerebrum, except lobes and ventricles"
1911,Malignant neoplasm of frontal lobe
1912,Malignant neoplasm of temporal lobe
1913,Malignant neoplasm of parietal lobe
1914,Malignant neoplasm of occipital lobe
1915,Malignant neoplasm of ventricles
1916,Malignant neoplasm of cerebellum nos
1917,Malignant neoplasm of brain stem
1918,Malignant neoplasm of other parts of brain
1919,"Malignant neoplasm of brain, unspecified"
1920,Malignant neoplasm of cranial nerves
1921,Malignant neoplasm of cerebral meninges
1922,Malignant neoplasm of spinal cord
1923,Malignant neoplasm of spinal meninges
1928,Malignant neoplasm of other specified sites of nervous system
1929,"Malignant neoplasm of nervous system, part unspecified"
1940,Malignant neoplasm of adrenal gland
1941,Malignant neoplasm of parathyroid gland
1943,Malignant neoplasm of pituitary gland and craniopharyngeal duct
1944,Malignant neoplasm of pineal gland
1945,Malignant neoplasm of carotid body
1946,Malignant neoplasm of aortic body and other paraganglia
1948,Malignant neoplasm of other endocrine glands and related structures
1949,"Malignant neoplasm of endocrine gland, site unspecified"
1950,"Malignant neoplasm of head, face, and neck"
1951,Malignant neoplasm of thorax
1952,Malignant neoplasm of abdomen
1953,Malignant neoplasm of pelvis
1954,Malignant neoplasm of upper limb
1955,Malignant neoplasm of lower limb
1958,Malignant neoplasm of other specified sites
1960,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
1961,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
1962,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
1963,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb
1965,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb
1966,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
1968,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites
1969,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified"
1970,Secondary malignant neoplasm of lung
1971,Secondary malignant neoplasm of mediastinum
1972,Secondary malignant neoplasm of pleura
1973,Secondary malignant neoplasm of other respiratory organs
1974,Secondary malignant neoplasm of small intestine including duodenum
1975,Secondary malignant neoplasm of large intestine and rectum
1976,Secondary malignant neoplasm of retroperitoneum and peritoneum
1977,"Malignant neoplasm of liver, secondary"
1978,Secondary malignant neoplasm of other digestive organs and spleen
1980,Secondary malignant neoplasm of kidney
1981,Secondary malignant neoplasm of other urinary organs
1982,Secondary malignant neoplasm of skin
1983,Secondary malignant neoplasm of brain and spinal cord
1984,Secondary malignant neoplasm of other parts of nervous system
1985,Secondary malignant neoplasm of bone and bone marrow
1986,Secondary malignant neoplasm of ovary
1987,Secondary malignant neoplasm of adrenal gland
1990,Disseminated malignant neoplasm without specification of site
1991,Other malignant neoplasm without specification of site
1992,Malignant neoplasm associated with transplant organ
2300,"Carcinoma in situ of lip, oral cavity, and pharynx"
2301,Carcinoma in situ of esophagus
2302,Carcinoma in situ of stomach
2303,Carcinoma in situ of colon
2304,Carcinoma in situ of rectum
2305,Carcinoma in situ of anal canal
2306,"Carcinoma in situ of anus, unspecified"
2307,Carcinoma in situ of other and unspecified parts of intestine
2308,Carcinoma in situ of liver and biliary system
2309,Carcinoma in situ of other and unspecified digestive organs
2310,Carcinoma in situ of larynx
2311,Carcinoma in situ of trachea
2312,Carcinoma in situ of bronchus and lung
2318,Carcinoma in situ of other specified parts of respiratory system
2319,"Carcinoma in situ of respiratory system, part unspecified"
2320,Carcinoma in situ of skin of lip
2321,"Carcinoma in situ of eyelid, including canthus"
2322,Carcinoma in situ of skin of ear and external auditory canal
2323,Carcinoma in situ of skin of other and unspecified parts of face
2324,Carcinoma in situ of scalp and skin of neck
2325,"Carcinoma in situ of skin of trunk, except scrotum"
2326,"Carcinoma in situ of skin of upper limb, including shoulder"
2327,"Carcinoma in situ of skin of lower limb, including hip"
2328,Carcinoma in situ of other specified sites of skin
2329,"Carcinoma in situ of skin, site unspecified"
2330,Carcinoma in situ of breast
2331,Carcinoma in situ of cervix uteri
2332,Carcinoma in situ of other and unspecified parts of uterus
2334,Carcinoma in situ of prostate
2335,Carcinoma in situ of penis
2336,Carcinoma in situ of other and unspecified male genital organs
2337,Carcinoma in situ of bladder
2339,Carcinoma in situ of other and unspecified urinary organs
2340,Carcinoma in situ of eye
2348,Carcinoma in situ of other specified sites
2349,"Carcinoma in situ, site unspecified"
2350,Neoplasm of uncertain behavior of major salivary glands
2351,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx"
2352,"Neoplasm of uncertain behavior of stomach, intestines, and rectum"
2353,Neoplasm of uncertain behavior of liver and biliary passages
2354,Neoplasm of uncertain behavior of retroperitoneum and peritoneum
2355,Neoplasm of uncertain behavior of other and unspecified digestive organs
2356,Neoplasm of uncertain behavior of larynx
2357,"Neoplasm of uncertain behavior of trachea, bronchus, and lung"
2358,"Neoplasm of uncertain behavior of pleura, thymus, and mediastinum"
2359,Neoplasm of uncertain behavior of other and unspecified respiratory organs
2360,Neoplasm of uncertain behavior of uterus
2361,Neoplasm of uncertain behavior of placenta
2362,Neoplasm of uncertain behavior of ovary
2363,Neoplasm of uncertain behavior of other and unspecified female genital organs
2364,Neoplasm of uncertain behavior of testis
2365,Neoplasm of uncertain behavior of prostate
2366,Neoplasm of uncertain behavior of other and unspecified male genital organs
2367,Neoplasm of uncertain behavior of bladder
2370,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct
2371,Neoplasm of uncertain behavior of pineal gland
2372,Neoplasm of uncertain behavior of adrenal gland
2373,Neoplasm of uncertain behavior of paraganglia
2374,Neoplasm of uncertain behavior of other and unspecified endocrine glands
2375,Neoplasm of uncertain behavior of brain and spinal cord
2376,Neoplasm of uncertain behavior of meninges
2379,Neoplasm of uncertain behavior of other and unspecified parts of nervous system
2380,Neoplasm of uncertain behavior of bone and articular cartilage
2381,Neoplasm of uncertain behavior of connective and other soft tissue
2382,Neoplasm of uncertain behavior of skin
2383,Neoplasm of uncertain behavior of breast
2384,Polycythemia vera
2385,Neoplasm of uncertain behavior of histiocytic and mast cells
2386,Neoplasm of uncertain behavior of plasma cells
2388,Neoplasm of uncertain behavior of other specified sites
2389,"Neoplasm of uncertain behavior, site unspecified"
2390,Neoplasm of unspecified nature of digestive system
2391,Neoplasm of unspecified nature of respiratory system
2392,"Neoplasm of unspecified nature of bone, soft tissue, and skin"
2393,Neoplasm of unspecified nature of breast
2394,Neoplasm of unspecified nature of bladder
2395,Neoplasm of unspecified nature of other genitourinary organs
2396,Neoplasm of unspecified nature of brain
2397,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system
2399,"Neoplasm of unspecified nature, site unspecified"
17300,Unspecified malignant neoplasm of skin of lip
17301,Basal cell carcinoma of skin of lip
17302,Squamous cell carcinoma of skin of lip
17309,Other specified malignant neoplasm of skin of lip
17310,"Unspecified malignant neoplasm of eyelid, including canthus"
17311,"Basal cell carcinoma of eyelid, including canthus"
17312,"Squamous cell carcinoma of eyelid, including canthus"
17319,"Other specified malignant neoplasm of eyelid, including canthus"
17320,Unspecified malignant neoplasm of skin of ear and external auditory canal
17321,Basal cell carcinoma of skin of ear and external auditory canal
17322,Squamous cell carcinoma of skin of ear and external auditory canal
17329,Other specified malignant neoplasm of skin of ear and external auditory canal
17330,Unspecified malignant neoplasm of skin of other and unspecified parts of face
17331,Basal cell carcinoma of skin of other and unspecified parts of face
17332,Squamous cell carcinoma of skin of other and unspecified parts of face
17339,Other specified malignant neoplasm of skin of other and unspecified parts of face
17340,Unspecified malignant neoplasm of scalp and skin of neck
17341,Basal cell carcinoma of scalp and skin of neck
17342,Squamous cell carcinoma of scalp and skin of neck
17349,Other specified malignant neoplasm of scalp and skin of neck
17350,"Unspecified malignant neoplasm of skin of trunk, except scrotum"
17351,"Basal cell carcinoma of skin of trunk, except scrotum"
17352,"Squamous cell carcinoma of skin of trunk, except scrotum"
17359,"Other specified malignant neoplasm of skin of trunk, except scrotum"
17360,"Unspecified malignant neoplasm of skin of upper limb, including shoulder"
17361,"Basal cell carcinoma of skin of upper limb, including shoulder"
17362,"Squamous cell carcinoma of skin of upper limb, including shoulder"
17369,"Other specified malignant neoplasm of skin of upper limb, including shoulder"
17370,"Unspecified malignant neoplasm of skin of lower limb, including hip"
17371,"Basal cell carcinoma of skin of lower limb, including hip"
17372,"Squamous cell carcinoma of skin of lower limb, including hip"
17379,"Other specified malignant neoplasm of skin of lower limb, including hip"
17380,Unspecified malignant neoplasm of other specified sites of skin
17381,Basal cell carcinoma of other specified sites of skin
17382,Squamous cell carcinoma of other specified sites of skin
17389,Other specified malignant neoplasm of other specified sites of skin
17390,"Unspecified malignant neoplasm of skin, site unspecified"
17391,"Basal cell carcinoma of skin, site unspecified"
17392,"Squamous cell carcinoma of skin, site unspecified"
17399,"Other specified malignant neoplasm of skin, site unspecified"
19881,Secondary malignant neoplasm of breast
19882,Secondary malignant neoplasm of genital organs
19889,Secondary malignant neoplasm of other specified sites
20000,"Reticulosarcoma, unspecified site, extranodal and solid organ sites"
20001,"Reticulosarcoma, lymph nodes of head, face, and neck"
20002,"Reticulosarcoma, intrathoracic lymph nodes"
20003,"Reticulosarcoma, intra-abdominal lymph nodes"
20004,"Reticulosarcoma, lymph nodes of axilla and upper limb"
20005,"Reticulosarcoma, lymph nodes of inguinal region and lower limb"
20006,"Reticulosarcoma, intrapelvic lymph nodes"
20007,"Reticulosarcoma, spleen"
20008,"Reticulosarcoma, lymph nodes of multiple sites"
20010,"Lymphosarcoma, unspecified site, extranodal and solid organ sites"
20011,"Lymphosarcoma, lymph nodes of head, face, and neck"
20012,"Lymphosarcoma, intrathoracic lymph nodes"
20013,"Lymphosarcoma, intra-abdominal lymph nodes"
20014,"Lymphosarcoma, lymph nodes of axilla and upper limb"
20015,"Lymphosarcoma, lymph nodes of inguinal region and lower limb"
20016,"Lymphosarcoma, intrapelvic lymph nodes"
20017,"Lymphosarcoma, spleen"
20018,"Lymphosarcoma, lymph nodes of multiple sites"
20020,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites"
20021,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck"
20022,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes"
20023,"Burkitt's tumor or lymphoma, intra-abdominal lymph nodes"
20024,"Burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb"
20025,"Burkitt's tumor or lymphoma, lymph nodes of inguinal region and lower limb"
20026,"Burkitt's tumor or lymphoma, intrapelvic lymph nodes"
20027,"Burkitt's tumor or lymphoma, spleen"
20028,"Burkitt's tumor or lymphoma, lymph nodes of multiple sites"
20030,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites"
20031,"Marginal zone lymphoma, lymph nodes of head, face, and neck"
20032,"Marginal zone lymphoma, intrathoracic lymph nodes"
20033,"Marginal zone lymphoma, intraabdominal lymph nodes"
20034,"Marginal zone lymphoma, lymph nodes of axilla and upper limb"
20035,"Marginal zone lymphoma, lymph nodes of inguinal region and lower limb"
20036,"Marginal zone lymphoma, intrapelvic lymph nodes"
20037,"Marginal zone lymphoma, spleen"
20038,"Marginal zone lymphoma, lymph nodes of multiple sites"
20040,"Mantle cell lymphoma, unspecified site, extranodal and solid organ sites"
20041,"Mantle cell lymphoma, lymph nodes of head, face, and neck"
20042,"Mantle cell lymphoma, intrathoracic lymph nodes"
20043,"Mantle cell lymphoma, intra-abdominal lymph nodes"
20044,"Mantle cell lymphoma, lymph nodes of axilla and upper limb"
20045,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb"
20046,"Mantle cell lymphoma, intrapelvic lymph nodes"
20047,"Mantle cell lymphoma, spleen"
20048,"Mantle cell lymphoma, lymph nodes of multiple sites"
20050,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites"
20051,"Primary central nervous system lymphoma, lymph nodes of head, face, and neck"
20052,"Primary central nervous system lymphoma, intrathoracic lymph nodes"
20053,"Primary central nervous system lymphoma, intra-abdominal lymph nodes"
20054,"Primary central nervous system lymphoma, lymph nodes of axilla and upper limb"
20055,"Primary central nervous system lymphoma, lymph nodes of inguinal region and lower limb"
20056,"Primary central nervous system lymphoma, intrapelvic lymph nodes"
20057,"Primary central nervous system lymphoma, spleen"
20058,"Primary central nervous system lymphoma, lymph nodes of multiple sites"
20060,"Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites"
20061,"Anaplastic large cell lymphoma, lymph nodes of head, face, and neck"
20062,"Anaplastic large cell lymphoma, intrathoracic lymph nodes"
20063,"Anaplastic large cell lymphoma, intra-abdominal lymph nodes"
20064,"Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb"
20065,"Anaplastic large cell lymphoma, lymph nodes of inguinal region and lower limb"
20066,"Anaplastic large cell lymphoma, intrapelvic lymph nodes"
20067,"Anaplastic large cell lymphoma, spleen"
20068,"Anaplastic large cell lymphoma, lymph nodes of multiple sites"
20070,"Large cell lymphoma, unspecified site, extranodal and solid organ sites"
20071,"Large cell lymphoma, lymph nodes of head, face, and neck"
20072,"Large cell lymphoma, intrathoracic lymph nodes"
20073,"Large cell lymphoma, intra-abdominal lymph nodes"
20074,"Large cell lymphoma, lymph nodes of axilla and upper limb"
20075,"Large cell lymphoma, lymph nodes of inguinal region and lower limb"
20076,"Large cell lymphoma, intrapelvic lymph nodes"
20077,"Large cell lymphoma, spleen"
20078,"Large cell lymphoma, lymph nodes of multiple sites"
20080,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites"
20081,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck"
20082,"Other named variants of lymphosarcoma and reticulosarcoma,intrathoracic lymph nodes"
20083,"Other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes"
20084,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of axilla and upper limb"
20085,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb"
20086,"Other named variants of lymphosarcoma and reticulosarcoma, intrapelvic lymph nodes"
20087,"Other named variants of lymphosarcoma and reticulosarcoma, spleen"
20088,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of multiple sites"
20100,"Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites"
20101,"Hodgkin's paragranuloma, lymph nodes of head, face, and neck"
20102,"Hodgkin's paragranuloma, intrathoracic lymph nodes"
20103,"Hodgkin's paragranuloma, intra-abdominal lymph nodes"
20104,"Hodgkin's paragranuloma, lymph nodes of axilla and upper limb"
20105,"Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb"
20106,"Hodgkin's paragranuloma, intrapelvic lymph nodes"
20107,"Hodgkin's paragranuloma, spleen"
20108,"Hodgkin's paragranuloma, lymph nodes of multiple sites"
20110,"Hodgkin's granuloma, unspecified site, extranodal and solid organ sites"
20111,"Hodgkin's granuloma, lymph nodes of head, face, and neck"
20112,"Hodgkin's granuloma, intrathoracic lymph nodes"
20113,"Hodgkin's granuloma, intra-abdominal lymph nodes"
20114,"Hodgkin's granuloma, lymph nodes of axilla and upper limb"
20115,"Hodgkin's granuloma, lymph nodes of inguinal region and lower limb"
20116,"Hodgkin's granuloma, intrapelvic lymph nodes"
20117,"Hodgkin's granuloma, spleen"
20118,"Hodgkin's granuloma, lymph nodes of multiple sites"
20120,"Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites"
20121,"Hodgkin's sarcoma, lymph nodes of head, face, and neck"
20122,"Hodgkin's sarcoma, intrathoracic lymph nodes"
20123,"Hodgkin's sarcoma, intra-abdominal lymph nodes"
20124,"Hodgkin's sarcoma, lymph nodes of axilla and upper limb"
20125,"Hodgkin's sarcoma, lymph nodes of inguinal region and lower limb"
20126,"Hodgkin's sarcoma, intrapelvic lymph nodes"
20127,"Hodgkin's sarcoma, spleen"
20128,"Hodgkin's sarcoma, lymph nodes of multiple sites"
20140,"Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites"
20141,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of head, face, and neck"
20142,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrathoracic lymph nodes"
20143,"Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes"
20144,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of axilla and upper limb"
20145,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of inguinal region and lower limb"
20146,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrapelvic lymph nodes"
20147,"Hodgkin's disease, lymphocytic-histiocytic predominance, spleen"
20148,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites"
20150,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"
20151,"Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck"
20152,"Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes"
20153,"Hodgkin's disease, nodular sclerosis, intra-abdominal lymph nodes"
20154,"Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb"
20155,"Hodgkin's disease, nodular sclerosis, lymph nodes of inguinal region and lower limb"
20156,"Hodgkin's disease, nodular sclerosis, intrapelvic lymph nodes"
20157,"Hodgkin's disease, nodular sclerosis, spleen"
20158,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites"
20160,"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites"
20161,"Hodgkin's disease, mixed cellularity, lymph nodes of head, face, and neck"
20162,"Hodgkin's disease, mixed cellularity, intrathoracic lymph nodes"
20163,"Hodgkin's disease, mixed cellularity, intra-abdominal lymph nodes"
20164,"Hodgkin's disease, mixed cellularity, lymph nodes of axilla and upper limb"
20165,"Hodgkin's disease, mixed cellularity, lymph nodes of inguinal region and lower limb"
20166,"Hodgkin's disease, mixed cellularity, intrapelvic lymph nodes"
20167,"Hodgkin's disease, mixed cellularity, spleen"
20168,"Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites"
20170,"Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites"
20171,"Hodgkin's disease, lymphocytic depletion, lymph nodes of head, face, and neck"
20172,"Hodgkin's disease, lymphocytic depletion, intrathoracic lymph nodes"
20173,"Hodgkin's disease, lymphocytic depletion, intra-abdominal lymph nodes"
